"","return"
"2007-09-26",-0.00267661588597046
"2007-09-27",0.0113242661248363
"2007-09-28",-0.0066667186192032
"2007-10-01",0.018700724730623
"2007-10-02",0.0134963807212265
"2007-10-03",-0.00334497923547028
"2007-10-04",-0.0106382978723403
"2007-10-05",0.0333460573476703
"2007-10-08",0.0400125145874894
"2007-10-09",-0.000297826202235507
"2007-10-10",-0.00637431192660554
"2007-10-11",-0.0273397432776669
"2007-10-12",0.0309435963057192
"2007-10-15",-0.00161437376929729
"2007-10-16",0.0155708718819647
"2007-10-17",0.0186931936294472
"2007-10-18",0.00434158021785058
"2007-10-19",-0.0177521601554702
"2007-10-22",0.0231193036179342
"2007-10-23",0.0676759791769674
"2007-10-24",-0.00123545345308029
"2007-10-25",-0.016941860204203
"2007-10-26",0.010504519323876
"2007-10-29",0.00211144545025799
"2007-10-30",0.0103192611231133
"2007-10-31",0.0157755304240983
"2007-11-01",-0.013214023908564
"2007-11-02",0.00229404599683969
"2007-11-05",-0.00899556056857276
"2007-11-06",0.0301321074172476
"2007-11-07",-0.028625141485476
"2007-11-08",-0.0581319414792448
"2007-11-09",-0.0575598081696104
"2007-11-12",-0.0702060642345815
"2007-11-13",0.105358914774278
"2007-11-14",-0.0226523887973642
"2007-11-15",-0.010896418036241
"2007-11-16",0.0127206576438381
"2007-11-19",-0.0146643668489693
"2007-11-20",0.0298871614489091
"2007-11-21",-0.00230964767094233
"2007-11-23",0.0182832706909697
"2007-11-26",0.0058294970854964
"2007-11-27",0.0131562996834056
"2007-11-28",0.0309480021027631
"2007-11-29",0.0225834853456783
"2007-11-30",-0.0112323615504972
"2007-12-03",-0.0184392496639062
"2007-12-04",0.00531148396089631
"2007-12-05",0.0316444677539862
"2007-12-06",0.0239892830188679
"2007-12-07",0.0229007408538622
"2007-12-10",-0.000463304149735277
"2007-12-11",-0.0291952028749417
"2007-12-12",0.0123052092270208
"2007-12-13",0.005082133181465
"2007-12-14",-0.00750656357232315
"2007-12-17",-0.0314617988032606
"2007-12-18",-0.00770060770935399
"2007-12-19",0.000765110941086444
"2007-12-20",0.02233501529052
"2007-12-21",0.0357887315285763
"2007-12-24",0.025217905733957
"2007-12-26",0.000754507042253438
"2007-12-27",-0.00190996736687543
"2007-12-28",0.00634536913550421
"2007-12-31",-0.0087574434766573
"2008-01-02",-0.0163571277723292
"2008-01-03",0.000462020147527387
"2008-01-04",-0.0763351530770984
"2008-01-07",-0.0133851044351037
"2008-01-08",-0.0359717389789804
"2008-01-09",0.0475913376414367
"2008-01-10",-0.00769235211388286
"2008-01-11",-0.0299404343318825
"2008-01-14",0.0352655046615322
"2008-01-15",-0.0544803445575567
"2008-01-16",-0.055608091443254
"2008-01-17",0.0078299668381383
"2008-01-18",0.00292130048514894
"2008-01-22",-0.0354487366249067
"2008-01-23",-0.106463513734016
"2008-01-24",-0.024951548144011
"2008-01-25",-0.0412242195051391
"2008-01-28",0
"2008-01-29",0.0117683570044369
"2008-01-30",0.00486540990924156
"2008-01-31",0.0240582250905266
"2008-02-01",-0.0118942073348577
"2008-02-04",-0.015700933640318
"2008-02-05",-0.0173946666224282
"2008-02-06",-0.0568954545454545
"2008-02-07",-0.00622954077935922
"2008-02-08",0.0349720554272517
"2008-02-11",0.0316383457151725
"2008-02-12",-0.0354575842692983
"2008-02-13",0.0363607537170749
"2008-02-14",-0.0149923324582073
"2008-02-15",-0.0222031689250535
"2008-02-19",-0.0196581901299707
"2008-02-20",0.0134229510646209
"2008-02-21",-0.0184139228423866
"2008-02-22",-0.0171135439929928
"2008-02-25",0.00234388056147194
"2008-02-26",-0.00492747570461238
"2008-02-27",0.0319766355678266
"2008-02-28",0.0565223757460271
"2008-02-29",-0.0376414737082144
"2008-03-03",-0.0263157894736842
"2008-03-04",0.0237410005750431
"2008-03-05",-0.00104320340511654
"2008-03-06",-0.0285964844016211
"2008-03-07",0.0109152060615028
"2008-03-10",-0.0209405664726937
"2008-03-11",0.063998560815488
"2008-03-12",-0.0103651675141057
"2008-03-13",0.0151552819317893
"2008-03-14",-0.0103954972396125
"2008-03-17",0.000947634408174247
"2008-03-18",0.0480549244587636
"2008-03-19",-0.0237163099276896
"2008-03-20",0.027762908407148
"2008-03-24",0.0469722203955214
"2008-03-25",0.0103920883189041
"2008-03-26",0.028940218470705
"2008-03-27",-0.0331585569093371
"2008-03-28",0.0196790571397596
"2008-03-31",0.00342633382280977
"2008-04-01",0.0420208780487803
"2008-04-02",-0.0136427208892589
"2008-04-03",0.0279341243474134
"2008-04-04",0.00969593009179004
"2008-04-07",0.0183563883366504
"2008-04-08",-0.0195651549169286
"2008-04-09",-0.00915990650300236
"2008-04-10",0.0205362932279156
"2008-04-11",-0.0479456732980738
"2008-04-14",0.00434957183634643
"2008-04-15",0.00406017063364916
"2008-04-16",0.0358538867311557
"2008-04-17",0.00513983057177203
"2008-04-18",0.0423976438604441
"2008-04-21",0.0442124904958403
"2008-04-22",-0.0473357539170197
"2008-04-23",0.016791434447583
"2008-04-24",0.037141555651053
"2008-04-25",0.00467633512558296
"2008-04-28",0.0147882158822499
"2008-04-29",0.0163144206004817
"2008-04-30",-0.00628396429436329
"2008-05-01",0.0347800402414487
"2008-05-02",0.00522231145926533
"2008-05-05",0.020946147431278
"2008-05-06",0.01044774535809
"2008-05-07",-0.0218044773296168
"2008-05-08",0.0135276858663247
"2008-05-09",-0.00869988074354777
"2008-05-12",0.0256745259994755
"2008-05-13",0.00956636904761909
"2008-05-14",-0.0194778050335732
"2008-05-15",0.0186297859201163
"2008-05-16",-0.0111210463998975
"2008-05-19",-0.0214262241307418
"2008-05-20",0.0125272546290358
"2008-05-21",-0.0414738874029528
"2008-05-22",-0.00639777722221602
"2008-05-23",0.0232702862816283
"2008-05-27",0.0290334830056518
"2008-05-28",0.00311119468373966
"2008-05-29",-0.00171120249968215
"2008-05-30",0.0110342707161604
"2008-06-02",-0.0140396088396042
"2008-06-03",-0.00392270796844441
"2008-06-04",-0.000970944618243541
"2008-06-05",0.0228953168381458
"2008-06-06",-0.0200073698993268
"2008-06-09",-0.0217087481146304
"2008-06-10",0.0221904755590865
"2008-06-11",-0.0260180995475113
"2008-06-12",-0.0417565621370499
"2008-06-13",-0.00513683493332184
"2008-06-16",0.0259326118883296
"2008-06-17",0.0259557351710353
"2008-06-18",-0.0147714928121812
"2008-06-19",0.0120278593323955
"2008-06-20",-0.0311221019843938
"2008-06-23",-0.0120385459681964
"2008-06-24",0.000519704295693924
"2008-06-25",0.0238960808080808
"2008-06-26",-0.0514684492128856
"2008-06-27",0.0108760009092594
"2008-06-30",-0.0155800102162382
"2008-07-01",0.0432392976588629
"2008-07-02",-0.0372107650934805
"2008-07-03",0.0115351400973855
"2008-07-07",0.0296261476428943
"2008-07-08",0.0250628465431764
"2008-07-09",-0.0295182846003899
"2008-07-10",0.0136585372124436
"2008-07-11",-0.0229293108952866
"2008-07-14",0.00753280849689242
"2008-07-15",-0.0243847020933977
"2008-07-16",0.0186867497302581
"2008-07-17",-0.00578681762459021
"2008-07-18",-0.0387637300806982
"2008-07-21",0.00690293705857403
"2008-07-22",-0.025678030500112
"2008-07-23",0.026169507998802
"2008-07-24",-0.0434860590276929
"2008-07-25",0.0194302705293272
"2008-07-28",-0.0476189982728842
"2008-07-29",0.0173574602405462
"2008-07-30",0.017825311942959
"2008-07-31",-0.00581681260945721
"2008-08-01",-0.0144070958461353
"2008-08-04",-0.0218945487042002
"2008-08-05",0.0483587026039285
"2008-08-06",0.0220991528361765
"2008-08-07",-0.0037761371258076
"2008-08-08",0.0365591961088612
"2008-08-11",0.023650793834286
"2008-08-12",0.018264693588248
"2008-08-13",0.0145418428318072
"2008-08-14",0.000111656449190756
"2008-08-15",-0.0199642864169403
"2008-08-18",-0.00199157833220132
"2008-08-19",-0.010605005261075
"2008-08-20",0.0133118192819686
"2008-08-21",-0.00881480891719733
"2008-08-22",0.014343955147307
"2008-08-25",-0.0239833232207712
"2008-08-26",0.00631707910750512
"2008-08-27",0.00593169735556121
"2008-08-28",-0.00532428031484655
"2008-08-29",-0.0242315874294923
"2008-09-02",-0.0197015744776367
"2008-09-03",0.00463325120965763
"2008-09-04",-0.0343794929175729
"2008-09-05",-0.00645083752514164
"2008-09-08",-0.0141090779927122
"2008-09-09",-0.0395136524822693
"2008-09-10",-0.000461497878125106
"2008-09-11",0.00685973202665435
"2008-09-12",-0.0243039620410632
"2008-09-15",-0.0576071675785058
"2008-09-16",-0.00341980631005423
"2008-09-17",-0.0861452437029023
"2008-09-18",0.0489714166931527
"2008-09-19",0.0508612677281286
"2008-09-22",-0.0699737704918033
"2008-09-23",-0.0321251135330061
"2008-09-24",0.0147430463576157
"2008-09-25",0.025017479604228
"2008-09-26",-0.0279694366424961
"2008-09-29",-0.17919519650655
"2008-09-30",0.0798023880066587
"2008-10-01",-0.0399437240933506
"2008-10-02",-0.0826613239493648
"2008-10-03",-0.0302696503496503
"2008-10-06",0.0110228897889859
"2008-10-07",-0.0915018544935805
"2008-10-08",0.00706594822198769
"2008-10-09",-0.0116939515140705
"2008-10-10",0.0908270821882278
"2008-10-13",0.139049498386384
"2008-10-14",-0.0560492674061044
"2008-10-15",-0.0588971153383123
"2008-10-16",0.0402248118611384
"2008-10-17",-0.0440673615780907
"2008-10-20",0.0106776604530998
"2008-10-21",-0.0706013060220485
"2008-10-22",0.05880428462127
"2008-10-23",0.0140393098363041
"2008-10-24",-0.0188332296718501
"2008-10-27",-0.0445112245481958
"2008-10-28",0.0849167008469931
"2008-10-29",0.0464420015167251
"2008-10-30",0.062075363511197
"2008-10-31",-0.0310698149185747
"2008-11-03",-0.00585556278464527
"2008-11-04",0.0376777486910993
"2008-11-05",-0.069285549766406
"2008-11-06",-0.0406582737147513
"2008-11-07",-0.00867830404211467
"2008-11-10",-0.0240226006542266
"2008-11-11",-0.0115770119668742
"2008-11-12",-0.0490663269361052
"2008-11-13",0.0701289485302641
"2008-11-14",-0.0642887959942932
"2008-11-17",-0.0232712776272729
"2008-11-18",0.0200815983699387
"2008-11-19",-0.0402622676359382
"2008-11-20",-0.0672152446665669
"2008-11-21",0.0259660069093797
"2008-11-24",0.125575139203183
"2008-11-25",-0.0231308005107779
"2008-11-26",0.0462555086456171
"2008-11-28",-0.0245262326116309
"2008-12-01",-0.0403584314078588
"2008-12-02",0.039806729761394
"2008-12-03",0.0370931112793338
"2008-12-04",-0.0468195620437956
"2008-12-05",0.0283338790795808
"2008-12-08",0.0608511463467596
"2008-12-09",0.00340930564669395
"2008-12-10",-0.0184887889452876
"2008-12-11",-0.0326851033499642
"2008-12-12",0.0344211382914164
"2008-12-15",-0.0358195976057962
"2008-12-16",0.00717656901193831
"2008-12-17",-0.0657024470881229
"2008-12-18",0.00302830838687207
"2008-12-19",0.00637365451768024
"2008-12-22",-0.0473333735703668
"2008-12-23",0.00746438033756114
"2008-12-24",-0.0155128038897895
"2008-12-26",0.00905456213289924
"2008-12-29",0.009322782457859
"2008-12-30",-0.00369453907812389
"2008-12-31",-0.0108936830785785
"2009-01-02",0.063268851858826
"2009-01-05",0.0422039504842691
"2009-01-06",-0.016493889468974
"2009-01-07",-0.021608341362789
"2009-01-08",0.0185693448442739
"2009-01-09",-0.0228693870868941
"2009-01-12",-0.0211965996908811
"2009-01-13",-0.0107152252584852
"2009-01-14",-0.0271348762968874
"2009-01-15",-0.0228525020508613
"2009-01-16",-0.0125929485532718
"2009-01-20",-0.0501639766871846
"2009-01-21",0.0592071130029213
"2009-01-22",0.0667632564784022
"2009-01-23",0
"2009-01-26",0.0144864205057873
"2009-01-27",0.0121595699920254
"2009-01-28",0.038245477273029
"2009-01-29",-0.0127388099584873
"2009-01-30",-0.0308602110718008
"2009-02-02",0.0153109931905924
"2009-02-03",0.016063819566283
"2009-02-04",0.00613030812048243
"2009-02-05",0.0311064924989621
"2009-02-06",0.0337965166908565
"2009-02-09",0.0279780953094952
"2009-02-10",-0.0456538537493538
"2009-02-11",-0.0103241937658148
"2009-02-12",0.0253046901592517
"2009-02-13",-0.00110792791811953
"2009-02-17",-0.0466924509851814
"2009-02-18",-0.00169249995038612
"2009-02-19",-0.0395251897647638
"2009-02-20",0.00617828745903415
"2009-02-23",-0.0466009628683788
"2009-02-24",0.0379528022059943
"2009-02-25",0.010083103386868
"2009-02-26",-0.0216103134366226
"2009-02-27",0.00134553207065946
"2009-03-02",-0.0153399612433115
"2009-03-03",0.00488965248029571
"2009-03-04",0.0316849652621884
"2009-03-05",-0.0255565680232402
"2009-03-06",-0.0398467374987275
"2009-03-09",-0.0256743222966955
"2009-03-10",0.0664180547628979
"2009-03-11",0.045695635594974
"2009-03-12",0.0395984894259818
"2009-03-13",-0.00435910796377059
"2009-03-16",-0.00531629379542919
"2009-03-17",0.0444352565263155
"2009-03-18",0.0186632937055353
"2009-03-19",0.000985185262819988
"2009-03-20",-0.000295374902942402
"2009-03-23",0.0597500588443791
"2009-03-24",-0.0107747724317296
"2009-03-25",-9.38591655051946e-05
"2009-03-26",0.0317402596856238
"2009-03-27",-0.027487245564331
"2009-03-30",-0.0220868532058234
"2009-03-31",0.00602928463743635
"2009-04-01",0.0339611846300467
"2009-04-02",0.0369858101399716
"2009-04-03",0.0291012697755753
"2009-04-06",0.0212086904043451
"2009-04-07",-0.029126147036763
"2009-04-08",0.0114782952529286
"2009-04-09",0.0279400599766122
"2009-04-13",0.00543607946595559
"2009-04-14",-0.0158874745520687
"2009-04-15",-0.00566295344985057
"2009-04-16",0.0323868379068171
"2009-04-17",0.0162206340057636
"2009-04-20",-0.0236591159831184
"2009-04-21",0.0104564325765741
"2009-04-22",-0.0020530882443911
"2009-04-23",0.0320136932922823
"2009-04-24",-0.0119616279389116
"2009-04-27",0.00669898305084748
"2009-04-28",-0.00665440530251249
"2009-04-29",0.0100081355932204
"2009-04-30",0.00551385612824951
"2009-05-01",0.011205561992635
"2009-05-04",0.0379597586947653
"2009-05-05",0.00484588446454848
"2009-05-06",-0.00158239766159607
"2009-05-07",-0.0259622331784986
"2009-05-08",0.00100731436495805
"2009-05-11",0.0029413109737928
"2009-05-12",-0.0397469475958941
"2009-05-13",-0.039623762059839
"2009-05-14",0.0289562975981255
"2009-05-15",-0.00431056569114929
"2009-05-18",0.034553078433162
"2009-05-19",0.00631674733939169
"2009-05-20",-0.0123971118150104
"2009-05-21",-0.0134265198514826
"2009-05-22",-0.0135287485907551
"2009-05-26",0.0675917714285714
"2009-05-27",0.0173575175016067
"2009-05-28",0.0151822914584117
"2009-05-29",0.00547852176099606
"2009-06-01",0.0260659163851238
"2009-06-02",0.00100466445613701
"2009-06-03",0.0104667281974777
"2009-06-04",0.0197940813229585
"2009-06-05",0.0064701549856816
"2009-06-08",-0.00566812714906328
"2009-06-09",-0.0078553771289539
"2009-06-10",-0.0173065578109146
"2009-06-11",-0.00213917985261936
"2009-06-12",-0.0212932059331594
"2009-06-15",-0.0064248517821508
"2009-06-16",0.001910559244928
"2009-06-17",-0.00564723122413691
"2009-06-18",0.00221265666875192
"2009-06-19",0.0264940837943504
"2009-06-22",-0.0151277876288111
"2009-06-23",-0.0244594911080577
"2009-06-24",0.0164913976411967
"2009-06-25",0.02672147995889
"2009-06-26",0.0184470470470472
"2009-06-29",-0.00329969100534433
"2009-06-30",0.00324020576854855
"2009-07-01",0.00280825652976158
"2009-07-02",-0.0196737116578067
"2009-07-06",-0.010069962009425
"2009-07-07",-0.0231585317988179
"2009-07-08",0.0134416551516487
"2009-07-09",-0.00626725003744355
"2009-07-10",0.0158404517453798
"2009-07-13",0.0275771288600311
"2009-07-14",-0.000491780285944765
"2009-07-15",0.032403207906365
"2009-07-16",0.00435727147915399
"2009-07-17",0.0286741888834752
"2009-07-20",0.0076440459270104
"2009-07-21",-0.00915571322914499
"2009-07-22",0.0345192291877154
"2009-07-23",0.0068904939872525
"2009-07-24",0.013749840546204
"2009-07-27",0.000687442913623881
"2009-07-28",-0.000624534681437527
"2009-07-29",0.000187424990628626
"2009-07-30",0.017246866643676
"2009-07-31",0.00368563152388002
"2009-08-03",0.0186058882087248
"2009-08-04",-0.00528757998286999
"2009-08-05",-0.00265775898520082
"2009-08-06",-0.00726785743962899
"2009-08-07",0.00976130732026315
"2009-08-10",-0.00477307750152223
"2009-08-11",-0.0114740167915011
"2009-08-12",0.0152307072463478
"2009-08-13",0.0188130649945146
"2009-08-14",-0.00973748960930987
"2009-08-17",-0.0431107295998995
"2009-08-18",0.0276333096651842
"2009-08-19",0.00365843893515994
"2009-08-20",0.0105103774369657
"2009-08-21",0.0173750500180376
"2009-08-24",-0.000945467505883646
"2009-08-25",0.00201114402013847
"2009-08-26",-0.0117472727272728
"2009-08-27",0.0121856272252105
"2009-08-28",0.00354077292224142
"2009-08-31",-0.0108203004208315
"2009-09-01",-0.0172998751560549
"2009-09-02",-0.000725831873623628
"2009-09-03",0.00829388505659856
"2009-09-04",0.0225758521801669
"2009-09-08",0.015383641594739
"2009-09-09",-0.0103509172741052
"2009-09-10",0.00829725351648358
"2009-09-11",-0.00231808072132778
"2009-09-14",0.00906145509257361
"2009-09-15",0.00828910852916831
"2009-09-16",0.0383078574244284
"2009-09-17",0.014735756633546
"2009-09-18",0.00254677881637133
"2009-09-21",-0.0054047779787002
"2009-09-22",0.00249964128899816
"2009-09-23",0.00552912004742767
"2009-09-24",-0.00905660377358497
"2009-09-25",-0.00788819497334348
"2009-09-28",0.0207270941811524
"2009-09-29",-0.00413644927795642
"2009-09-30",-0.000161765030176619
"2009-10-01",-0.0242244181446039
"2009-10-02",0.0223376082124247
"2009-10-05",0.00605732867868003
"2009-10-06",0.0214493079098577
"2009-10-07",0.00126317570211087
"2009-10-08",-0.00515111684307767
"2009-10-09",0.00634012772568027
"2009-10-12",0.00178507901506797
"2009-10-13",-0.00414020220868505
"2009-10-14",0.006683485526777
"2009-10-15",-0.00381627878859214
"2009-10-16",-0.0131717259937751
"2009-10-19",0.00962512159266904
"2009-10-20",0.0468766268566998
"2009-10-21",0.0309921532094277
"2009-10-22",0.00136638696270075
"2009-10-23",-0.00614035123627787
"2009-10-26",-0.0071588510635785
"2009-10-27",-0.0252370589547378
"2009-10-28",-0.0251811303532778
"2009-10-29",0.0205300818796206
"2009-10-30",-0.0399796078431373
"2009-11-02",0.00429699725629717
"2009-11-03",-0.0029581112223197
"2009-11-04",0.0109139927468498
"2009-11-05",0.0168754254624932
"2009-11-06",0.00159762919965711
"2009-11-09",0.0366368647375472
"2009-11-10",0.00754496177901309
"2009-11-11",0.00133019996727968
"2009-11-12",-0.00619926162661188
"2009-11-13",0.0121788002072103
"2009-11-16",0.0106627337476064
"2009-11-17",0.00179060152367816
"2009-11-18",-0.00502417401012911
"2009-11-19",-0.0264614692740908
"2009-11-20",-0.00294243696229246
"2009-11-23",0.029811904761905
"2009-11-24",-0.00699428807060987
"2009-11-25",-0.00122291129585717
"2009-11-27",-0.0176305793623587
"2009-11-30",-0.00339003918101366
"2009-12-01",-0.0147066176838254
"2009-12-02",-0.00375697814373799
"2009-12-03",0.00127407639093202
"2009-12-04",-0.0160830412035211
"2009-12-07",-0.0226050890707599
"2009-12-08",0.00486899200292124
"2009-12-09",0.0417655264190568
"2009-12-10",-0.00692624845596568
"2009-12-11",-0.00895991465580448
"2009-12-14",0.0118662351672061
"2009-12-15",-0.0142653873489694
"2009-12-16",0.00442906722090819
"2009-12-17",-0.016253868968956
"2009-12-18",0.0186073174479868
"2009-12-21",0.0143273803545538
"2009-12-22",0.0107450333300703
"2009-12-23",0.0086843884481691
"2009-12-24",0.0343394168102804
"2009-12-28",0.012294336482753
"2009-12-29",-0.0118614621237181
"2009-12-30",0.0121472599167338
"2009-12-31",-0.00429975454355069
"2010-01-04",0.0155649607876409
"2010-01-05",0.0017289846915185
"2010-01-06",-0.015906370972682
"2010-01-07",-0.00184866091200342
"2010-01-08",0.00664830493487711
"2010-01-11",-0.00882149292655876
"2010-01-12",-0.0113751076269513
"2010-01-13",0.0141055467420883
"2010-01-14",-0.00579154068992316
"2010-01-15",-0.0167120275660215
"2010-01-19",0.0442383131309023
"2010-01-20",-0.0153924479166667
"2010-01-21",-0.0172862601507103
"2010-01-22",-0.0495986379352318
"2010-01-25",0.0269026548672568
"2010-01-26",0.0141330575663565
"2010-01-27",0.00942025832766835
"2010-01-28",-0.0413219533838002
"2010-01-29",-0.0362787495609413
"2010-02-01",0.0139018842485938
"2010-02-02",0.00580288592814915
"2010-02-03",0.0172061472480343
"2010-02-04",-0.0360386695987286
"2010-02-05",0.0177556875133129
"2010-02-08",-0.0068556024498353
"2010-02-09",0.0106635691461687
"2010-02-10",-0.0054539984523575
"2010-02-11",0.0181939740586701
"2010-02-12",0.0086073188424487
"2010-02-16",0.0150713435429877
"2010-02-17",-0.00417893788873402
"2010-02-18",0.00187602062447656
"2010-02-19",-0.00620903759917213
"2010-02-22",-0.00619826449149607
"2010-02-23",-0.0167647942673343
"2010-02-24",0.0182686292148306
"2010-02-25",0.00667794238943831
"2010-02-26",0.0129702371100895
"2010-03-01",0.0213567397391603
"2010-03-02",-0.000669888472947688
"2010-03-03",0.00229818516840674
"2010-03-04",0.00659250025849145
"2010-03-05",0.0391059188288345
"2010-03-08",0.000593761121831182
"2010-03-09",0.0179842608002827
"2010-03-10",0.00816070307595718
"2010-03-11",0.00293536737235378
"2010-03-12",0.00487808451679395
"2010-03-15",-0.0121800002150045
"2010-03-16",0.00272507138223488
